,Institute Code,College Name,College Category,Latitude,Longitude,State,Website,View Details,Degree,Branch Cluster,Program Code,Branch Name,Degree Duration,Aggregated Seats,Mode of Admission
0,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,110,JEE Advanced
1,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,82,JEE Advanced
2,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,81,JEE Advanced
3,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Electronics and Communication Engineering (ECE),4114,Electronics and Communication Engineering,4 Years,54,JEE Advanced
4,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,20,JEE Advanced
5,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,109,JEE Advanced
6,101,Indian Institute of Technology Bhubaneswar,IIT,20.1483345,85.6712472,Odisha,www.iitbbs.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Bachelor of Technology,Metallurgical and Materials Engineering,4127,Metallurgical and Materials Engineering,4 Years,40,JEE Advanced
7,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Aerospace / Aeronautical Engineering,4101,Aerospace Engineering,4 Years,71,JEE Advanced
8,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Chemical Engineering,4107,Chemical Engineering,4 Years,123,JEE Advanced
9,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,130,JEE Advanced
10,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Energy and Environment,410U,Environmental Science and Engineering,4 Years,37,JEE Advanced
11,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,170,JEE Advanced
12,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,90,JEE Advanced
13,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,52,JEE Advanced
14,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,169,JEE Advanced
15,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Metallurgical and Materials Engineering,4128,Metallurgical Engineering and Materials Science,4 Years,112,JEE Advanced
16,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Industrial Engineering,412I,Industrial Engineering and Operations Research,4 Years,36,JEE Advanced
17,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Technology,Energy and Environment,4198,Energy Engineering,4 Years,41,JEE Advanced
18,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Science,Chemistry,4201,Chemistry,4 Years,35,JEE Advanced
19,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Science,Economics,4202,Economics,4 Years,40,JEE Advanced
20,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Bachelor of Science,Mathematics,4206,BS in Mathematics,4 Years,18,JEE Advanced
21,102,Indian Institute of Technology Bombay,IIT,19.1330605,72.9151061,Maharashtra,www.iitb.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Dual Degree,Electrical and Electronics Engineering (EEE),5217,Electrical Engineering,5 Years,80,JEE Advanced
22,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,46,JEE Advanced
23,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Others,410Y,General Engineering,4 Years,30,JEE Advanced
24,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,74,JEE Advanced
25,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,67,JEE Advanced
26,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,30,JEE Advanced
27,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Metallurgical and Materials Engineering,411D,Materials Science and Engineering,4 Years,30,JEE Advanced
28,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Electronics and Communication Engineering (ECE),411E,B.Tech in Microelectronics & VLSI,4 Years,30,JEE Advanced
29,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Mathematics,411F,Mathematics and Computing,4 Years,30,JEE Advanced
30,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,54,JEE Advanced
31,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Bio Tech and Engineering,4143,Bio Engineering,4 Years,30,JEE Advanced
32,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Technology,Artificial Intelligence and Data Science,4187,Data Science and Engineering,4 Years,50,JEE Advanced
33,103,Indian Institute of Technology Mandi,IIT,31.7753998,76.9860747,Himachal Pradesh,www.iitmandi.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bachelor of Science,Chemistry,4213,BS in Chemical Sciences,4 Years,30,JEE Advanced
34,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Bio Tech and Engineering,4105,Biotechnology and Biochemical Engineering,4 Years,72,JEE Advanced
35,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Chemical Engineering,4107,Chemical Engineering,4 Years,75,JEE Advanced
36,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,108,JEE Advanced
37,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,93,JEE Advanced
38,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,110,JEE Advanced
39,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4112,Electrical Engineering (Power and Automation),4 Years,61,JEE Advanced
40,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,63,JEE Advanced
41,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Mathematics,4124,Mathematics and Computing,4 Years,86,JEE Advanced
42,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,85,JEE Advanced
43,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Industrial Engineering,4136,Production and Industrial Engineering,4 Years,81,JEE Advanced
44,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Textile Technology,4139,Textile Technology,4 Years,91,JEE Advanced
45,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Mechanical Engineering,4192,Engineering and Computational Mechanics,4 Years,40,JEE Advanced
46,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Metallurgical and Materials Engineering,4193,Materials Engineering,4 Years,40,JEE Advanced
47,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bachelor of Technology,Energy and Environment,4198,Energy Engineering,4 Years,40,JEE Advanced
48,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Dual Degree,Chemical Engineering,5210,Chemical Engineering,5 Years,44,JEE Advanced
49,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Dual Degree,Computer Science and Engineering (CSE),5216,Computer Science and Engineering,5 Years,33,JEE Advanced
50,104,Indian Institute of Technology Delhi,IIT,28.545718,77.1927679,Delhi,www.iitd.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Dual Degree,Mathematics,5254,Mathematics and Computing,5 Years,30,JEE Advanced
51,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Chemical Engineering,4107,Chemical Engineering,4 Years,40,JEE Advanced
52,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,50,JEE Advanced
53,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,75,JEE Advanced
54,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,75,JEE Advanced
55,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,20,JEE Advanced
56,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Others,411L,Space Sciences and Engineering,4 Years,20,JEE Advanced
57,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Mathematics,4124,Mathematics and Computing,4 Years,40,JEE Advanced
58,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,75,JEE Advanced
59,105,Indian Institute of Technology Indore,IIT,22.5203597,75.9207231,Madhya Pradesh,www.iiti.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Bachelor of Technology,Metallurgical and Materials Engineering,4128,Metallurgical Engineering and Materials Science,4 Years,50,JEE Advanced
60,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Aerospace / Aeronautical Engineering,4101,Aerospace Engineering,4 Years,65,JEE Advanced
61,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Agricultural and Food,4102,Agricultural and Food Engineering,4 Years,88,JEE Advanced
62,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Bio Tech and Engineering,4105,Biotechnology and Biochemical Engineering,4 Years,66,JEE Advanced
63,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Chemical Engineering,4107,Chemical Engineering,4 Years,100,JEE Advanced
64,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,104,JEE Advanced
65,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,118,JEE Advanced
66,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,96,JEE Advanced
67,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Electronics and Communication Engineering (ECE),4115,Electronics and Electrical Communication Engineering,4 Years,127,JEE Advanced
68,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Instrumentation Engineering,4121,Instrumentation Engineering,4 Years,41,JEE Advanced
69,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Industrial Engineering,4122,Manufacturing Science and Engineering,4 Years,55,JEE Advanced
70,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,144,JEE Advanced
71,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Metallurgical and Materials Engineering,4127,Metallurgical and Materials Engineering,4 Years,80,JEE Advanced
72,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Mining and Earth Sciences,4130,Mining Engineering,4 Years,95,JEE Advanced
73,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Architecture,4133,Ocean Engineering and Naval Architecture,4 Years,71,JEE Advanced
74,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Industrial Engineering,4170,Industrial and Systems Engineering,4 Years,63,JEE Advanced
75,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Technology,Artificial Intelligence and Data Science,4185,Artificial Intelligence,4 Years,50,JEE Advanced
76,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Chemistry,4201,Chemistry,4 Years,45,JEE Advanced
77,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Economics,4202,Economics,4 Years,59,JEE Advanced
78,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Physics,4204,Physics,4 Years,49,JEE Advanced
79,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Mathematics,4208,Mathematics and Computing,4 Years,69,JEE Advanced
80,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Geology,4209,Applied Geology,4 Years,52,JEE Advanced
81,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Science,Geology,4210,Exploration Geophysics,4 Years,45,JEE Advanced
82,106,Indian Institute of Technology Kharagpur,IIT,22.3149274,87.3105311,West Bengal,www.iitkgp.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bachelor of Architecture,Architecture,5101,Architecture,5 Years,37,JEE Advanced
83,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Chemical Engineering,4107,Chemical Engineering,4 Years,37,JEE Advanced
84,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Civil Engineering,4109,Civil Engineering,4 Years,49,JEE Advanced
85,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Others,410A,Computational Engineering,4 Years,22,JEE Advanced
86,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Chemistry,410B,Industrial Chemistry,4 Years,22,JEE Advanced
87,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Electrical and Electronics Engineering (EEE),410T,Electrical Engineering (IC Design and Technology),4 Years,21,JEE Advanced
88,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Computer Science and Engineering (CSE),4110,Computer Science and Engineering,4 Years,53,JEE Advanced
89,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Electrical and Electronics Engineering (EEE),4111,Electrical Engineering,4 Years,53,JEE Advanced
90,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Physics,4117,Engineering Physics,4 Years,29,JEE Advanced
91,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Others,4118,Engineering Science,4 Years,33,JEE Advanced
92,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Mathematics,4124,Mathematics and Computing,4 Years,21,JEE Advanced
93,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Mechanical Engineering,4125,Mechanical Engineering,4 Years,53,JEE Advanced
94,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Metallurgical and Materials Engineering,4161,Materials Science and Metallurgical Engineering,4 Years,29,JEE Advanced
95,107,Indian Institute of Technology Hyderabad,IIT,17.5947027,78.1230401,Telangana,www.iith.ac.in,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Bachelor of Technology,Artificial Intelligence and Data Science,4185,Artificial Intelligence,4 Years,29,JEE Advanced
