,Institute Code,College Name,College Category,Program Code,Academic Program Name,Seat Capacity,State/All India Seats,View Details,Branch Cluster,Degree Duration,Degree,Degree_Raw,Degree Name,Aggregated Seats,Quota,Row Count
182,113,Indian Institute of Technology Roorkee,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",94,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,94,All India ,1
183,113,Indian Institute of Technology Roorkee,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",150,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,150,All India ,1
184,113,Indian Institute of Technology Roorkee,IIT,4114,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",100,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,100,All India ,1
185,113,Indian Institute of Technology Roorkee,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",47,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,47,All India ,1
186,113,Indian Institute of Technology Roorkee,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",125,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,125,All India ,1
187,113,Indian Institute of Technology Roorkee,IIT,4127,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",70,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical and Materials Engineering,70,All India ,1
188,113,Indian Institute of Technology Roorkee,IIT,4136,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Industrial Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Production and Industrial Engineering,50,All India ,1
189,113,Indian Institute of Technology Roorkee,IIT,4181,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Data Science and Artificial Intelligence,40,All India ,1
190,113,Indian Institute of Technology Roorkee,IIT,4194,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",44,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Bio Tech and Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Biosciences and Bioengineering,44,All India ,1
191,113,Indian Institute of Technology Roorkee,IIT,4198,"Energy Engineering (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Energy Engineering,20,All India ,1
192,113,Indian Institute of Technology Roorkee,IIT,5101,"Architecture  (5 Years, Bachelor of Architecture)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Architecture,5 Years,Bachelor of Architecture,Bachelor of Architecture,Architecture,30,All India ,1
193,113,Indian Institute of Technology Roorkee,IIT,5302,"Geological Technology (5 Years, Integrated Master of Technology)",38,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Geology,5 Years,Integrated Degree,Integrated Master of Technology,Geological Technology,38,All India ,1
194,113,Indian Institute of Technology Roorkee,IIT,5303,"Geophysical Technology (5 Years, Integrated Master of Technology)",38,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Geology,5 Years,Integrated Degree,Integrated Master of Technology,Geophysical Technology,38,All India ,1
195,113,Indian Institute of Technology Roorkee,IIT,5602,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",25,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Physics,5 Years,Dual Degree,Bachelor of Science and Master of Science,Physics,25,All India ,1
196,113,Indian Institute of Technology Roorkee,IIT,5606,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",44,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Mathematics,5 Years,Dual Degree,Bachelor of Science and Master of Science,Mathematics & Computing,44,All India ,1
197,113,Indian Institute of Technology Roorkee,IIT,5607,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",35,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Chemical Engineering,5 Years,Dual Degree,Bachelor of Science and Master of Science,Chemical Sciences,35,All India ,1
198,113,Indian Institute of Technology Roorkee,IIT,5608,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",33,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=113,Economics,5 Years,Dual Degree,Bachelor of Science and Master of Science,Economics,33,All India ,1
199,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",49,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,49,All India ,1
200,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",61,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,61,All India ,1
201,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",124,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,124,All India ,1
202,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",114,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,114,All India ,1
203,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4114,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",116,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,116,All India ,1
204,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",29,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,29,All India ,1
205,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4119,"Environmental Engineering (4 Years, Bachelor of Technology)",47,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Environmental Engineering,47,All India ,1
206,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4124,"Mathematics and Computing (4 Years, Bachelor of Technology)",55,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,55,All India ,1
207,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",111,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,111,All India ,1
208,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4130,"Mining Engineering  (4 Years, Bachelor of Technology)",103,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Mining and Earth Sciences,4 Years,Bachelor of Technology,Bachelor of Technology,Mining Engineering,103,All India ,1
209,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4131,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",47,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Mining and Earth Sciences,4 Years,Bachelor of Technology,Bachelor of Technology,Mining Machinery Engineering,47,All India ,1
210,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4134,"Petroleum Engineering (4 Years, Bachelor of Technology)",79,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Mining and Earth Sciences,4 Years,Bachelor of Technology,Bachelor of Technology,Petroleum Engineering,79,All India ,1
211,114,Indian Institute of Technology (ISM) Dhanbad,IIT,4189,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",37,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mineral and Metallurgical Engineering,37,All India ,1
212,114,Indian Institute of Technology (ISM) Dhanbad,IIT,5306,"Applied Geology (5 Years, Integrated Master of Technology)",19,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Geology,5 Years,Integrated Degree,Integrated Master of Technology,Applied Geology,19,All India ,1
213,114,Indian Institute of Technology (ISM) Dhanbad,IIT,5307,"Applied Geophysics (5 Years, Integrated Master of Technology)",19,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=114,Geology,5 Years,Integrated Degree,Integrated Master of Technology,Applied Geophysics,19,All India ,1
214,115,Indian Institute of Technology Ropar,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",34,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,34,All India ,1
215,115,Indian Institute of Technology Ropar,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",32,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,32,All India ,1
216,115,Indian Institute of Technology Ropar,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",73,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,73,All India ,1
217,115,Indian Institute of Technology Ropar,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",72,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,72,All India ,1
218,115,Indian Institute of Technology Ropar,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",24,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,24,All India ,1
219,115,Indian Institute of Technology Ropar,IIT,411G,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",19,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Artificial Intelligence and Data Engineering,19,All India ,1
220,115,Indian Institute of Technology Ropar,IIT,4124,"Mathematics and Computing (4 Years, Bachelor of Technology)",34,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,34,All India ,1
221,115,Indian Institute of Technology Ropar,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",67,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,67,All India ,1
222,115,Indian Institute of Technology Ropar,IIT,4127,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",27,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=115,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical and Materials Engineering,27,All India ,1
223,116,Indian Institute of Technology (BHU) Varanasi,IIT,4106,"Ceramic Engineering (4 Years, Bachelor of Technology)",75,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Others,4 Years,Bachelor of Technology,Bachelor of Technology,Ceramic Engineering,75,All India ,1
224,116,Indian Institute of Technology (BHU) Varanasi,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",156,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,156,All India ,1
225,116,Indian Institute of Technology (BHU) Varanasi,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",110,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,110,All India ,1
226,116,Indian Institute of Technology (BHU) Varanasi,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",89,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,89,All India ,1
227,116,Indian Institute of Technology (BHU) Varanasi,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",108,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,108,All India ,1
228,116,Indian Institute of Technology (BHU) Varanasi,IIT,4113,"Electronics Engineering (4 Years, Bachelor of Technology)",123,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics Engineering,123,All India ,1
229,116,Indian Institute of Technology (BHU) Varanasi,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",136,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,136,All India ,1
230,116,Indian Institute of Technology (BHU) Varanasi,IIT,4126,"Metallurgical Engineering (4 Years, Bachelor of Technology)",102,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering,102,All India ,1
231,116,Indian Institute of Technology (BHU) Varanasi,IIT,4130,"Mining Engineering  (4 Years, Bachelor of Technology)",123,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Mining and Earth Sciences,4 Years,Bachelor of Technology,Bachelor of Technology,Mining Engineering,123,All India ,1
232,116,Indian Institute of Technology (BHU) Varanasi,IIT,4173,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",80,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Others,4 Years,Bachelor of Technology,Bachelor of Technology,Pharmaceutical Engineering & Technology,80,All India ,1
233,116,Indian Institute of Technology (BHU) Varanasi,IIT,5101,"Architecture  (5 Years, Bachelor of Architecture)",26,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Architecture,5 Years,Bachelor of Architecture,Bachelor of Architecture,Architecture,26,All India ,1
234,116,Indian Institute of Technology (BHU) Varanasi,IIT,5204,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",25,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Bio Tech and Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,25,All India ,1
235,116,Indian Institute of Technology (BHU) Varanasi,IIT,5206,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Bio Tech and Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Bioengineering with M.Tech in Biomedical Technology,20,All India ,1
236,116,Indian Institute of Technology (BHU) Varanasi,IIT,5209,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",18,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Others,5 Years,Dual Degree,Bachelor and Master of Technology,Ceramic Engineering,18,All India ,1
237,116,Indian Institute of Technology (BHU) Varanasi,IIT,5213,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",28,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Civil Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Civil Engineering,28,All India ,1
238,116,Indian Institute of Technology (BHU) Varanasi,IIT,5216,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",31,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Computer Science and Engineering (CSE),5 Years,Dual Degree,Bachelor and Master of Technology,Computer Science and Engineering,31,All India ,1
239,116,Indian Institute of Technology (BHU) Varanasi,IIT,5223,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",29,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Electrical and Electronics Engineering (EEE),5 Years,Dual Degree,Bachelor and Master of Technology,Electrical Engineering with M.Tech. in Power Electronics,29,All India ,1
240,116,Indian Institute of Technology (BHU) Varanasi,IIT,5232,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",28,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Metallurgical and Materials Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Materials Science and Technology,28,All India ,1
241,116,Indian Institute of Technology (BHU) Varanasi,IIT,5233,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Mechanical Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Mechanical Engineering,30,All India ,1
242,116,Indian Institute of Technology (BHU) Varanasi,IIT,5240,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",27,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Metallurgical and Materials Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Metallurgical Engineering,27,All India ,1
243,116,Indian Institute of Technology (BHU) Varanasi,IIT,5247,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",28,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Mining and Earth Sciences,5 Years,Dual Degree,Bachelor and Master of Technology,Mining Engineering,28,All India ,1
244,116,Indian Institute of Technology (BHU) Varanasi,IIT,5254,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",52,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Mathematics,5 Years,Dual Degree,Bachelor and Master of Technology,Mathematics and Computing,52,All India ,1
245,116,Indian Institute of Technology (BHU) Varanasi,IIT,5267,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",27,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Physics,5 Years,Dual Degree,Bachelor and Master of Technology,Engineering Physics,27,All India ,1
246,116,Indian Institute of Technology (BHU) Varanasi,IIT,5290,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",21,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Chemistry,5 Years,Dual Degree,Bachelor and Master of Technology,Industrial Chemistry,21,All India ,1
247,116,Indian Institute of Technology (BHU) Varanasi,IIT,5291,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",21,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=116,Others,5 Years,Dual Degree,Bachelor and Master of Technology,Pharmaceutical Engineering & Technology,21,All India ,1
248,117,Indian Institute of Technology Guwahati,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",87,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,87,All India ,1
249,117,Indian Institute of Technology Guwahati,IIT,4108,"Chemical Science and Technology (4 Years, Bachelor of Technology)",61,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Science and Technology,61,All India ,1
250,117,Indian Institute of Technology Guwahati,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",99,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,99,All India ,1
251,117,Indian Institute of Technology Guwahati,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",99,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,99,All India ,1
252,117,Indian Institute of Technology Guwahati,IIT,4114,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",90,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,90,All India ,1
253,117,Indian Institute of Technology Guwahati,IIT,4116,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",52,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Electrical Engineering,52,All India ,1
254,117,Indian Institute of Technology Guwahati,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",61,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,61,All India ,1
255,117,Indian Institute of Technology Guwahati,IIT,4124,"Mathematics and Computing (4 Years, Bachelor of Technology)",68,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,68,All India ,1
256,117,Indian Institute of Technology Guwahati,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",99,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,99,All India ,1
257,117,Indian Institute of Technology Guwahati,IIT,4181,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Data Science and Artificial Intelligence,40,All India ,1
258,117,Indian Institute of Technology Guwahati,IIT,4194,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",79,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Bio Tech and Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Biosciences and Bioengineering,79,All India ,1
259,117,Indian Institute of Technology Guwahati,IIT,4198,"Energy Engineering (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=117,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Energy Engineering,20,All India ,1
260,118,Indian Institute of Technology Bhilai,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,50,All India ,1
261,118,Indian Institute of Technology Bhilai,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,50,All India ,1
262,118,Indian Institute of Technology Bhilai,IIT,4114,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,40,All India ,1
263,118,Indian Institute of Technology Bhilai,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,50,All India ,1
264,118,Indian Institute of Technology Bhilai,IIT,4161,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Materials Science and Metallurgical Engineering,20,All India ,1
265,118,Indian Institute of Technology Bhilai,IIT,4178,"Mechatronics Engineering (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechatronics Engineering,20,All India ,1
266,118,Indian Institute of Technology Bhilai,IIT,4181,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=118,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Data Science and Artificial Intelligence,40,All India ,1
