,Institute Code,College Name,College Category,Program Code,Academic Program Name,Seat Capacity,State/All India Seats,View Details,Branch Cluster,Degree Duration,Degree,Degree_Raw,Degree Name,Aggregated Seats,Quota,Row Count
0,101,Indian Institute of Technology Bhubaneswar,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",110,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,110,All India ,1
1,101,Indian Institute of Technology Bhubaneswar,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",82,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,82,All India ,1
2,101,Indian Institute of Technology Bhubaneswar,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",81,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,81,All India ,1
3,101,Indian Institute of Technology Bhubaneswar,IIT,4114,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",54,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Communication Engineering,54,All India ,1
4,101,Indian Institute of Technology Bhubaneswar,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,20,All India ,1
5,101,Indian Institute of Technology Bhubaneswar,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",109,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,109,All India ,1
6,101,Indian Institute of Technology Bhubaneswar,IIT,4127,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=101,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical and Materials Engineering,40,All India ,1
7,102,Indian Institute of Technology Bombay,IIT,4101,"Aerospace Engineering (4 Years, Bachelor of Technology)",71,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Aerospace / Aeronautical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,71,All India ,1
8,102,Indian Institute of Technology Bombay,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",123,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,123,All India ,1
9,102,Indian Institute of Technology Bombay,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",130,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,130,All India ,1
10,102,Indian Institute of Technology Bombay,IIT,410U,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",37,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Environmental Science and Engineering,37,All India ,1
11,102,Indian Institute of Technology Bombay,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",170,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,170,All India ,1
12,102,Indian Institute of Technology Bombay,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",90,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,90,All India ,1
13,102,Indian Institute of Technology Bombay,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",52,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,52,All India ,1
14,102,Indian Institute of Technology Bombay,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",169,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,169,All India ,1
15,102,Indian Institute of Technology Bombay,IIT,4128,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",112,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering and Materials Science,112,All India ,1
16,102,Indian Institute of Technology Bombay,IIT,412I,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",36,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Industrial Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Industrial Engineering and Operations Research,36,All India ,1
17,102,Indian Institute of Technology Bombay,IIT,4198,"Energy Engineering (4 Years, Bachelor of Technology)",41,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Energy Engineering,41,All India ,1
18,102,Indian Institute of Technology Bombay,IIT,4201,"Chemistry (4 Years, Bachelor of Science)",35,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Chemistry,4 Years,Bachelor of Science,Bachelor of Science,Chemistry,35,All India ,1
19,102,Indian Institute of Technology Bombay,IIT,4202,"Economics (4 Years, Bachelor of Science)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Economics,4 Years,Bachelor of Science,Bachelor of Science,Economics,40,All India ,1
20,102,Indian Institute of Technology Bombay,IIT,4206,"BS in Mathematics (4 Years, Bachelor of Science)",18,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Mathematics,4 Years,Bachelor of Science,Bachelor of Science,BS in Mathematics,18,All India ,1
21,102,Indian Institute of Technology Bombay,IIT,5217,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",80,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=102,Electrical and Electronics Engineering (EEE),5 Years,Dual Degree,Bachelor and Master of Technology,Electrical Engineering,80,All India ,1
22,103,Indian Institute of Technology Mandi,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",46,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,46,All India ,1
23,103,Indian Institute of Technology Mandi,IIT,410Y,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Others,4 Years,Bachelor of Technology,Bachelor of Technology,General Engineering,30,All India ,1
24,103,Indian Institute of Technology Mandi,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",74,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,74,All India ,1
25,103,Indian Institute of Technology Mandi,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",67,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,67,All India ,1
26,103,Indian Institute of Technology Mandi,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,30,All India ,1
27,103,Indian Institute of Technology Mandi,IIT,411D,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Materials Science and Engineering,30,All India ,1
28,103,Indian Institute of Technology Mandi,IIT,411E,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,B.Tech in Microelectronics & VLSI,30,All India ,1
29,103,Indian Institute of Technology Mandi,IIT,411F,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,30,All India ,1
30,103,Indian Institute of Technology Mandi,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",54,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,54,All India ,1
31,103,Indian Institute of Technology Mandi,IIT,4143,"Bio Engineering (4 Years, Bachelor of Technology)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Bio Tech and Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Bio Engineering,30,All India ,1
32,103,Indian Institute of Technology Mandi,IIT,4187,"Data Science and Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Data Science and Engineering,50,All India ,1
33,103,Indian Institute of Technology Mandi,IIT,4213,"BS in Chemical Sciences (4 Years, Bachelor of Science)",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=103,Chemistry,4 Years,Bachelor of Science,Bachelor of Science,BS in Chemical Sciences,30,All India ,1
34,104,Indian Institute of Technology Delhi,IIT,4105,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",72,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Bio Tech and Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Biotechnology and Biochemical Engineering,72,All India ,1
35,104,Indian Institute of Technology Delhi,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",75,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,75,All India ,1
36,104,Indian Institute of Technology Delhi,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",108,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,108,All India ,1
37,104,Indian Institute of Technology Delhi,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",93,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,93,All India ,1
38,104,Indian Institute of Technology Delhi,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",110,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,110,All India ,1
39,104,Indian Institute of Technology Delhi,IIT,4112,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",61,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering (Power and Automation),61,All India ,1
40,104,Indian Institute of Technology Delhi,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",63,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,63,All India ,1
41,104,Indian Institute of Technology Delhi,IIT,4124,"Mathematics and Computing (4 Years, Bachelor of Technology)",86,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,86,All India ,1
42,104,Indian Institute of Technology Delhi,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",85,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,85,All India ,1
43,104,Indian Institute of Technology Delhi,IIT,4136,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",81,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Industrial Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Production and Industrial Engineering,81,All India ,1
44,104,Indian Institute of Technology Delhi,IIT,4139,"Textile Technology (4 Years, Bachelor of Technology)",91,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Textile Technology,4 Years,Bachelor of Technology,Bachelor of Technology,Textile Technology,91,All India ,1
45,104,Indian Institute of Technology Delhi,IIT,4192,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering and Computational Mechanics,40,All India ,1
46,104,Indian Institute of Technology Delhi,IIT,4193,"Materials Engineering (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Materials Engineering,40,All India ,1
47,104,Indian Institute of Technology Delhi,IIT,4198,"Energy Engineering (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Energy and Environment,4 Years,Bachelor of Technology,Bachelor of Technology,Energy Engineering,40,All India ,1
48,104,Indian Institute of Technology Delhi,IIT,5210,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",44,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Chemical Engineering,5 Years,Dual Degree,Bachelor and Master of Technology,Chemical Engineering,44,All India ,1
49,104,Indian Institute of Technology Delhi,IIT,5216,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",33,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Computer Science and Engineering (CSE),5 Years,Dual Degree,Bachelor and Master of Technology,Computer Science and Engineering,33,All India ,1
50,104,Indian Institute of Technology Delhi,IIT,5254,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",30,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=104,Mathematics,5 Years,Dual Degree,Bachelor and Master of Technology,Mathematics and Computing,30,All India ,1
51,105,Indian Institute of Technology Indore,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,40,All India ,1
52,105,Indian Institute of Technology Indore,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,50,All India ,1
53,105,Indian Institute of Technology Indore,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",75,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,75,All India ,1
54,105,Indian Institute of Technology Indore,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",75,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,75,All India ,1
55,105,Indian Institute of Technology Indore,IIT,4117,"Engineering Physics (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Physics,4 Years,Bachelor of Technology,Bachelor of Technology,Engineering Physics,20,All India ,1
56,105,Indian Institute of Technology Indore,IIT,411L,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",20,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Others,4 Years,Bachelor of Technology,Bachelor of Technology,Space Sciences and Engineering,20,All India ,1
57,105,Indian Institute of Technology Indore,IIT,4124,"Mathematics and Computing (4 Years, Bachelor of Technology)",40,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Mathematics,4 Years,Bachelor of Technology,Bachelor of Technology,Mathematics and Computing,40,All India ,1
58,105,Indian Institute of Technology Indore,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",75,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,75,All India ,1
59,105,Indian Institute of Technology Indore,IIT,4128,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=105,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical Engineering and Materials Science,50,All India ,1
60,106,Indian Institute of Technology Kharagpur,IIT,4101,"Aerospace Engineering (4 Years, Bachelor of Technology)",65,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Aerospace / Aeronautical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Aerospace Engineering,65,All India ,1
61,106,Indian Institute of Technology Kharagpur,IIT,4102,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",88,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Agricultural and Food,4 Years,Bachelor of Technology,Bachelor of Technology,Agricultural and Food Engineering,88,All India ,1
62,106,Indian Institute of Technology Kharagpur,IIT,4105,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",66,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Bio Tech and Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Biotechnology and Biochemical Engineering,66,All India ,1
63,106,Indian Institute of Technology Kharagpur,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",100,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,100,All India ,1
64,106,Indian Institute of Technology Kharagpur,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",104,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,104,All India ,1
65,106,Indian Institute of Technology Kharagpur,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",118,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,118,All India ,1
66,106,Indian Institute of Technology Kharagpur,IIT,4111,"Electrical Engineering (4 Years, Bachelor of Technology)",96,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering,96,All India ,1
67,106,Indian Institute of Technology Kharagpur,IIT,4115,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",127,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Electronics and Communication Engineering (ECE),4 Years,Bachelor of Technology,Bachelor of Technology,Electronics and Electrical Communication Engineering,127,All India ,1
68,106,Indian Institute of Technology Kharagpur,IIT,4121,"Instrumentation Engineering (4 Years, Bachelor of Technology)",41,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Instrumentation Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Instrumentation Engineering,41,All India ,1
69,106,Indian Institute of Technology Kharagpur,IIT,4122,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",55,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Industrial Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Manufacturing Science and Engineering,55,All India ,1
70,106,Indian Institute of Technology Kharagpur,IIT,4125,"Mechanical Engineering (4 Years, Bachelor of Technology)",144,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Mechanical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Mechanical Engineering,144,All India ,1
71,106,Indian Institute of Technology Kharagpur,IIT,4127,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",80,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Metallurgical and Materials Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Metallurgical and Materials Engineering,80,All India ,1
72,106,Indian Institute of Technology Kharagpur,IIT,4130,"Mining Engineering  (4 Years, Bachelor of Technology)",95,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Mining and Earth Sciences,4 Years,Bachelor of Technology,Bachelor of Technology,Mining Engineering,95,All India ,1
73,106,Indian Institute of Technology Kharagpur,IIT,4133,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",71,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Architecture,4 Years,Bachelor of Technology,Bachelor of Technology,Ocean Engineering and Naval Architecture,71,All India ,1
74,106,Indian Institute of Technology Kharagpur,IIT,4170,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",63,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Industrial Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Industrial and Systems Engineering,63,All India ,1
75,106,Indian Institute of Technology Kharagpur,IIT,4185,"Artificial Intelligence (4 Years, Bachelor of Technology)",50,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Artificial Intelligence and Data Science,4 Years,Bachelor of Technology,Bachelor of Technology,Artificial Intelligence,50,All India ,1
76,106,Indian Institute of Technology Kharagpur,IIT,4201,"Chemistry (4 Years, Bachelor of Science)",45,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Chemistry,4 Years,Bachelor of Science,Bachelor of Science,Chemistry,45,All India ,1
77,106,Indian Institute of Technology Kharagpur,IIT,4202,"Economics (4 Years, Bachelor of Science)",59,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Economics,4 Years,Bachelor of Science,Bachelor of Science,Economics,59,All India ,1
78,106,Indian Institute of Technology Kharagpur,IIT,4204,"Physics (4 Years, Bachelor of Science)",49,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Physics,4 Years,Bachelor of Science,Bachelor of Science,Physics,49,All India ,1
79,106,Indian Institute of Technology Kharagpur,IIT,4208,"Mathematics and Computing (4 Years, Bachelor of Science)",69,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Mathematics,4 Years,Bachelor of Science,Bachelor of Science,Mathematics and Computing,69,All India ,1
80,106,Indian Institute of Technology Kharagpur,IIT,4209,"Applied Geology (4 Years, Bachelor of Science)",52,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Geology,4 Years,Bachelor of Science,Bachelor of Science,Applied Geology,52,All India ,1
81,106,Indian Institute of Technology Kharagpur,IIT,4210,"Exploration Geophysics (4 Years, Bachelor of Science)",45,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Geology,4 Years,Bachelor of Science,Bachelor of Science,Exploration Geophysics,45,All India ,1
82,106,Indian Institute of Technology Kharagpur,IIT,5101,"Architecture  (5 Years, Bachelor of Architecture)",37,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=106,Architecture,5 Years,Bachelor of Architecture,Bachelor of Architecture,Architecture,37,All India ,1
83,107,Indian Institute of Technology Hyderabad,IIT,4107,"Chemical Engineering (4 Years, Bachelor of Technology)",37,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Chemical Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Chemical Engineering,37,All India ,1
84,107,Indian Institute of Technology Hyderabad,IIT,4109,"Civil Engineering (4 Years, Bachelor of Technology)",49,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Civil Engineering,4 Years,Bachelor of Technology,Bachelor of Technology,Civil Engineering,49,All India ,1
85,107,Indian Institute of Technology Hyderabad,IIT,410A,"Computational Engineering (4 Years, Bachelor of Technology)",22,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Others,4 Years,Bachelor of Technology,Bachelor of Technology,Computational Engineering,22,All India ,1
86,107,Indian Institute of Technology Hyderabad,IIT,410B,"Industrial Chemistry (4 Years, Bachelor of Technology)",22,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Chemistry,4 Years,Bachelor of Technology,Bachelor of Technology,Industrial Chemistry,22,All India ,1
87,107,Indian Institute of Technology Hyderabad,IIT,410T,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",21,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Electrical and Electronics Engineering (EEE),4 Years,Bachelor of Technology,Bachelor of Technology,Electrical Engineering (IC Design and Technology),21,All India ,1
88,107,Indian Institute of Technology Hyderabad,IIT,4110,"Computer Science and Engineering (4 Years, Bachelor of Technology)",53,All India ,https://josaa.admissions.nic.in/applicant/seatmatrix/InstProfile.aspx?instcd=107,Computer Science and Engineering (CSE),4 Years,Bachelor of Technology,Bachelor of Technology,Computer Science and Engineering,53,All India ,1
